sseqid	description	tax_id	tax_name	name_id
PIC30935.1				
XP_054718819.1	regulator of nonsense transcripts 2-like	Uloborus diversus	327109	LOC129228183
UMM38523.1				
XP_045093003.1	Protein CBR-MLT-11	Caenorhabditis briggsae	6238	
XP_026692677.1				
ASW22510.1				
XP_054718821.1	regulator of nonsense transcripts 2-like	Uloborus diversus	327109	LOC129228183
NP_001256939.1	Papilin	Caenorhabditis elegans	6239	WBGene00012186
TID28609.1				
CAF0762161.1				
XP_050025540.1				
NP_001256941.1	Papilin	Caenorhabditis elegans	6239	WBGene00012186
CAF0766479.1				
NP_001256943.1	Papilin	Caenorhabditis elegans	6239	WBGene00012186
NP_001256938.1	Papilin	Caenorhabditis elegans	6239	WBGene00012186
EFX73092.1				
MCP9264916.1				
NP_001256944.1	Papilin	Caenorhabditis elegans	6239	WBGene00012186
CAF0739431.1				
CAG9533660.1				
CAH0722353.1				
VDK81046.1				
VBB26665.1				
EJW84876.1				
VDM14323.1				
RMX57413.1				
XP_003135945.1	Rrp4-PA	Loa loa	7209	
XP_041434030.1				
XP_027057585.1	exosome complex component RRP4-like	Pocillopora damicornis	46731	LOC113684413
XP_046654065.1	exonuclease 1-like	Daphnia pulicaria	35523	LOC124344545
XP_046456560.1	exonuclease 1-like	Daphnia pulex	6669	LOC124203770
XP_046654066.1	exonuclease 1-like	Daphnia pulicaria	35523	LOC124344545
XP_029322590.1	hypothetical protein	Pichia kudriavzevii	4909	
WFS80099.1				
XP_019970977.1				
WGH24777.1				
CDO67278.1				
XP_040196440.1				
XP_055630527.1	exosome complex component RRP4	Toxorhynchites rutilus septentrionalis	329112	
XP_018643992.1				
YP_004841734.1	Ymf77	Ichthyophthirius multifiliis	5932	
XP_001713418.1	hypothetical protein	Guillardia theta	55529	
BEH03872.1				
CAH2273976.1				
WGH26030.1				
CAH3187911.1				
RWS27568.1				
CAH3189731.1				
RWS11664.1				
XP_043925694.1				
XP_057308172.1				
XP_043942935.1				
CAH3182301.1				
CAH3126567.1				
CAD7647890.1				
CAD7621233.1				
CAD7642508.1				
XP_020617066.1	PHD finger protein 14-like	Orbicella faveolata	48498	LOC110055028
XP_020617055.1	PHD finger protein 14-like	Orbicella faveolata	48498	LOC110055017
PFX20610.1				
XP_048708038.1				
XP_053571499.1				
XP_048579621.1	PHD finger protein 14	Nematostella vectensis	45351	
XP_048579622.1	PHD finger protein 14	Nematostella vectensis	45351	
XP_029196120.2	PHD finger protein 14-like	Acropora millepora	45264	LOC114961543
KAJ6225885.1				
PAA68931.1				
QJQ35672.1				
WJJ69836.1				
XP_027038435.1	PHD finger protein 14-like	Pocillopora damicornis	46731	LOC113666843
QXV86731.1				
AHX97856.1				
XP_053203775.1	PHD finger protein 14-like	Panonychus citri	50023	LOC128388412
XP_053203774.1	PHD finger protein 14-like	Panonychus citri	50023	LOC128388412
ABC86655.2				
KAA3678154.1				
CAL18253.1				
UFQ88468.1				
QPN54249.1				
XP_022798532.1	PHD finger protein 14-like	Stylophora pistillata	50429	LOC111336669
VDP81042.1				
KAG0433983.1				
KAF6778350.1				
KAF5395242.1				
KAF8565776.1				
XP_028512574.1	PHD finger protein 14	Exaiptasia diaphana	2652724	LOC110255001
KAF2895645.1				
KAG9508893.1				
GLJ59497.1				
OAF67280.1				
XP_029635052.1				
XP_016127085.1	TFIIH basal transcription factor complex helicase XPB subunit-like	Sinocyclocheilus grahami	75366	
CAD7248835.1				
KPM03932.1				
XP_054712229.1	general transcription and DNA repair factor IIH helicase subunit XPB-like	Uloborus diversus	327109	LOC129221884
XP_022290403.1				
KAH9423864.1				
XP_033755738.1				
CAB3252707.1				
XP_002423832.1	"DNA excision repair protein haywire, putative"	Pediculus humanus corporis	121224	PHUM087570
XP_047505969.1				
XP_023232286.1	DNA excision repair protein haywire-like	Centruroides sculpturatus	218467	LOC111632145
XP_043480995.1	general transcription and DNA repair factor IIH helicase subunit XPB	Leptopilina heterotoma	63436	
CAG4640650.1				
KAG0442155.1				
GBC39792.1				
CAB5383753.1				
CAI6370435.1				
EXX53800.1				
XP_043190163.1	general transcription and DNA repair factor IIH helicase subunit XPB-like	Amphibalanus amphitrite	1232801	LOC122364125
CAI6374924.1				
GBC10893.1				
XP_043219662.1	general transcription and DNA repair factor IIH helicase subunit XPB-like	Amphibalanus amphitrite	1232801	LOC122380521
CAG4974917.1				
ROT70587.1				
GES73500.1				
XP_042857799.1				
GBB87541.1				
CAF0988202.1				
CAB4407547.1				
CAF4939503.1				
XP_022290403.1	tigger transposable element-derived protein 6-like	Crassostrea virginica	6565	LOC111102041
NP_001256945.1				
CAB5295861.1				
KAI4893983.1				
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
XP_048248519.1	tigger transposable element-derived protein 6-like	Haliotis rufescens	6454	LOC125378012
CAH8428751.1				
CAH8429301.1				
CAH8429323.1				
XP_047984684.1	tigger transposable element-derived protein 6-like	Leguminivora glycinivorella	1035111	
XP_046680899.1	tigger transposable element-derived protein 6-like	Homalodisca vitripennis	197043	LOC124367816
XP_022332671.1	protein transport protein Sec23A-like	Crassostrea virginica	6565	LOC111130192
CAH8429371.1				
XP_056020992.1	protein transport protein Sec23A-like	Ostrea edulis	37623	
XP_052698713.1	protein transport protein Sec23A-like	Crassostrea angulata	558553	LOC128176432
XP_022332668.1	protein transport protein Sec23A-like	Crassostrea virginica	6565	LOC111130192
KAI0231612.1				
CAH8428708.1				
CAI2722423.1				
XP_046456570.1				
OZC09000.1				
CAH8429318.1				
CAH8429205.1				
XP_056020994.1	protein transport protein Sec23A-like	Ostrea edulis	37623	
VDO30687.1				
XP_019919605.2	protein transport protein Sec23A	Crassostrea gigas	29159	G13615
RNA38155.1				
VDK47487.1				
XP_035794338.1				
KAE9419357.1				
XP_044745919.1	protein transport protein Sec23A	Coccinella septempunctata	41139	ENSSING00005003548
XP_048731817.1	protein transport protein Sec23A-like	Ostrea edulis	37623	
RCN31095.1				
EPB78720.1				
XP_040167972.1				
NP_149387.1				
AXY04862.1				
ART91591.1				
KJH46933.1				
UQT20454.1				
MDD3374354.1				
VDL79595.1				
PID61833.1				
XP_013290543.1	KH domain protein	Necator americanus	51031	
GIX40827.1				
WCB87034.1				
NP_039121.1	Photolyase	Fowlpox virus	10261	
WIK87514.1				
VDP03446.1				
XP_032241435.1				
WP_014559387.1	deoxyribodipyrimidine photo-lyase	Ignavibacterium album JCM 16511	945713	
CAG8732061.1				
MDB0032478.1				
KAI2799057.1				
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
XP_020917722.1				
XP_002735168.1	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100374421
XP_002737102.1	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100366466
GFN85872.1				
CAF4630729.1				
XP_002740108.1	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100373832
CAF0850332.1				
UJR15792.1				
CAF2371710.1				
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
CAF2468399.1				
XP_002739978.1	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100376793
CAF0951724.1				
XP_029635052.1	uncharacterized LOC115210589	Octopus sinensis	2607531	LOC115210589
RXG62011.1				
CAF0720444.1				
CAF0911232.1				
XP_035775321.1	ribosome biogenesis protein NSA2 homolog	Anopheles albimanus	7167	
CAF0918013.1				
XP_031346362.1				
GIX71197.1				
TBU20858.1				
EQB61985.1				
XP_037075678.1				
KAF0310989.1				
XP_049288030.1	ribosome biogenesis protein NSA2 homolog	Anopheles funestus	62324	
KAF7489417.1				
KAG0436791.1				
MCB1712868.1				
XP_050078378.1	ribosome biogenesis protein NSA2 homolog	Anopheles maculipalpis	1496333	
XP_053664344.1	ribosome biogenesis protein NSA2 homolog	Anopheles marshallii	1521116	
XP_001844484.1	ribosome biogenesis protein NSA2 homolog	Culex quinquefasciatus	7176	LOC6034116
CAG9563419.1				
XP_033755738.1				
TBU03337.1				
GES96528.1				
KAI5148113.1				
KAG0435477.1				
XP_023237227.1				
QUB02984.1				
XP_047505969.1				
AQX44070.1				
MBT3384832.1				
MCF6333350.1				
MBD3637349.1				
XP_050520008.1				
MCF6358774.1				
XP_029655289.1	uncharacterized LOC115228998	Octopus sinensis	2607531	LOC115228998
MCI7576360.1				
XP_056017299.1				
RMG81237.1				
CAB4419445.1				
MBX2984026.1				
XP_022332672.1				
XP_019919604.2				
WP_160907174.1				
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
XP_056020993.1				
YP_010530066.1	RNA polymerase b''-subunit	Ulva tepida	1451047	
HIP37330.1				
WP_149349440.1				
PLX05172.1				
MCQ2227644.1				
MDD5815029.1				
MCI5982576.1				
WP_128770787.1				
XP_048731814.1				
HHN64643.1				
RKY74455.1				
WP_221835239.1				
WP_167619295.1				
CAH8428762.1				
MCF6214177.1				
MDB9775306.1				
WGH25189.1				
CAH8429083.1				
CAH8429306.1				
CDJ87521.1				
KAJ1367535.1				
KAJ1367534.1				
EYB94318.1				
KAF7685763.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
TBU13616.1				
KAF7690743.1				
AXY05121.1				
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
YP_009046150.1				
YP_009448076.1				
KHN85296.1				
KAJ9111301.1				
KAJ9092440.1				
KAI5451701.1				
KAJ9114236.1				
KAJ9127332.1				
RXK41986.1				
OCF54670.1				
VFQ78946.1				
KUF89734.1				
KAF8380080.1				
EFX88920.1				
XP_002740600.1				
CAH1108402.1				
XP_002734936.2				
XP_015913217.2				
XP_019007885.1	ribosome biogenesis ATPase	Kwoniella pini CBS 10737	1296096	
XP_024715991.1	hypothetical protein	[Candida] pseudohaemulonis	418784	
XP_018259779.1	ribosome biogenesis ATPase	Kwoniella dejecticola CBS 10117	1296121	
MCB1712129.1				
XP_007004309.1	hypothetical protein	Tremella mesenterica DSM 1558	578456	
XP_019051026.1	ribosome biogenesis ATPase	Kwoniella bestiolae CBS 10118	1296100	
XP_033755738.1				
TBU06551.1				
XP_953616.1	"ATPase, putative"	Theileria annulata	5874	
KAG0435242.1				
TBU10749.1				
XP_046451365.1	DNA primase small subunit-like	Daphnia pulex	6669	LOC124199571
TBU11234.1				
XP_046644120.1	DNA primase small subunit-like	Daphnia pulicaria	35523	LOC124329131
KAH9418161.1				
XP_053385556.1	DNA primase small subunit-like	Mercenaria mercenaria	6596	
XP_052833729.1				
XP_012272223.1				
CAD5115152.1				
EXX53800.1				
CAF0794001.1				
CAF3370967.1				
ETN58928.1				
GBC27473.2				
UJR30812.1				
KAG0439476.1				
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
XP_014662536.1	tigger transposable element-derived protein 6-like	Priapulus caudatus	37621	LOC106805461
CAF0801582.1				
CAB4441110.1				
GES73500.1				
GBC39792.1				
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
KFB48181.1				
GBB87541.1				
GBC21067.2				
GBC35167.1				
P0CG68.1				
CAH0724983.1				
XP_029653912.1				
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
KAJ1185977.1				
XP_018412798.1	ubiquitin C	Nanorana parkeri	125878	
XP_028563638.1	polyubiquitin-C-like	Podarcis muralis	64176	
WGH24774.1				
XP_032085019.1	ubiquitin C	Thamnophis elegans	35005	
XP_015666146.1	ubiquitin C	Protobothrops mucrosquamatus	103944	
XP_047616381.1	ubiquitin C	Phacochoerus africanus	41426	
XP_041359489.1	polyubiquitin	Gigantopelta aegis	1735272	LOC121375876
XP_040203297.1	ubiquitin C	Rana temporaria	8407	
XP_003483459.2	ubiquitin C	Sus scrofa	9823	VGNC:94638
XP_052867741.1	polyubiquitin-C-like	Anopheles cruzii	68878	
XP_013180905.1				
XP_029654314.1				
XP_040194559.1	polyubiquitin-C	Rana temporaria	8407	
XP_052867742.1	polyubiquitin-C-like	Anopheles cruzii	68878	
XP_057601891.1	ubiquitin C	Hippopotamus amphibius kiboko	575201	
XP_018413139.1	polyubiquitin-C	Nanorana parkeri	125878	
XP_055708167.1	polyubiquitin-C	Phlebotomus papatasi	29031	
XP_049818287.1	polyubiquitin-C	Aethina tumida	116153	
XP_055894201.1	polyubiquitin-C	Biomphalaria glabrata	6526	
QSF25300.1				
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
UEN67756.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
WP_085766220.1				
WFS79773.1				
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
XP_014662536.1	tigger transposable element-derived protein 6-like	Priapulus caudatus	37621	LOC106805461
GFN85872.1				
RVX06927.1				
RVW45218.1				
KAF9605201.1				
THH09573.1				
WP_127845114.1				
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
YP_009440065.1	DNA-directed RNA polymberase subunit beta	Ulva prolifera	3117	
CCQ18625.1				
RJS89175.1				
CAG5124543.1				
XP_052833729.1	uncharacterized LOC128246989	Octopus bimaculoides	37653	LOC128246989
XP_051344849.1	large subunit ribosomal protein L44e	Nematocida homosporus	1912981	
RVD90652.1				
WP_224483004.1				
WP_167613841.1				
CBH29265.1				
KAI1623014.1				
MCE4599440.1				
XP_007737329.1	60S ribosomal protein L44	Capronia epimyces CBS 606.96	1182542	
KIM19810.1				
KAJ4452112.1				
XP_030006278.1				
KAG6331373.1				
XP_014662536.1				
KAF7685601.1				
KAJ7345736.1				
RUS33950.1				
XP_018697354.1	60S ribosomal protein L44	Fonsecaea erecta	1367422	
XP_016627253.1	60S ribosomal protein L44	Fonsecaea multimorphosa CBS 102226	1442371	
XP_016072581.1	cysteinyl-tRNA synthetase 1	Miniopterus natalensis	291302	
XP_007741612.1	60S ribosomal protein L44	Cladophialophora psammophila CBS 110553	1182543	
XP_036867567.1	cysteinyl-tRNA synthetase 1	Manis javanica	9974	
GHJ86995.1				
USP76153.1				
XP_019000326.1				
QUB02984.1				
XP_053554289.1	glycerol-3-phosphate dehydrogenase 2	Bombina bombina	8345	
WGH24593.1				
XP_031226159.1	glycerol-3-phosphate dehydrogenase 2	Mastomys coucha	35658	
UFQ87295.1				
XP_049335019.1	glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	Astyanax mexicanus	7994	ENSAMXG00025032419
XP_043361074.1	glycerol-3-phosphate dehydrogenase 2	Dermochelys coriacea	27794	
XP_038277446.1	glycerol-3-phosphate dehydrogenase 2	Dermochelys coriacea	27794	
UTS56833.1				
WP_259286135.1				
XP_043361069.1	glycerol-3-phosphate dehydrogenase 2	Dermochelys coriacea	27794	
VDK66912.1				
XP_007056735.1	glycerol-3-phosphate dehydrogenase 2	Chelonia mydas	8469	
CRZ22842.1				
TBU03337.1				
XP_027674817.1	glycerol-3-phosphate dehydrogenase 2	Chelonia mydas	8469	
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
VDO08579.1				
VDN95310.1				
YP_010411968.1	heme maturase	Tetrahymena rostrata	5909	
KAI5148113.1				
XP_033755738.1				
VDK74853.1				
CAG9536577.1				
XP_008302761.1				
XP_013387414.1	glutamine--tRNA ligase	Lingula anatina	7574	LOC106156622
PBC28130.1				
KAG6800630.1				
XP_623880.1	probable glutamine--tRNA ligase	Apis mellifera	7460	
VDM07221.1				
CAH3145871.1				
RNA15970.1				
XP_043793383.1	probable glutamine--tRNA ligase	Apis laboriosa	183418	
KAF5398114.1				
MCL2290867.1				
XP_044166732.1	glutamine--tRNA ligase-like	Acropora millepora	45264	LOC114961655
KAA0197905.1				
XP_018412813.1				
TPP58843.1				
XP_055351279.1	probable glutamine--tRNA ligase	Paramacrobiotus metropolitanus	2943436	LOC129597664
KAF7234784.1				
MDA9231442.1				
MAZ80612.1				
CAI2726505.1				
MCL2436149.1				
XP_046401046.1				
XP_049283215.1				
CAH8524688.1				
XP_046840394.1	glutamine--tRNA ligase-like	Xenia sp. Carnegie-2017	2897299	
CAH8499592.1				
CAH1403080.1				
CAH8510835.1				
XP_002058277.1				
XP_049822832.1				
APC25135.1				
CAI8521290.1				
TGZ74861.1				
XP_008302761.1				
BEH03836.1				
CAH8505749.1				
CAH8510354.1				
KAF7685601.1				
XP_029635052.1				
KAI9587080.1				
GFN77994.1				
POE57623.1				
KCZ74869.1				
XP_021916826.1	tigger transposable element-derived protein 6-like	Zootermopsis nevadensis	136037	
XP_046549186.1	tigger transposable element-derived protein 6-like	Haliotis rubra	36100	LOC124259135
XP_033219285.1	general transcription and DNA repair factor IIH helicase subunit XPB	Belonocnema kinseyi	2817044	
KZS18802.1				
CAG4638967.1				
KAI9562124.1				
CAH0112330.1				
XP_043480995.1	general transcription and DNA repair factor IIH helicase subunit XPB	Leptopilina heterotoma	63436	
EFX84905.1				
XP_037901287.1	general transcription and DNA repair factor IIH helicase subunit XPB	Glossina fuscipes	7396	
XP_011130536.1				
CAG4636796.1				
OXU26497.1				
KAG9508893.1				
UFQ87295.1				
CAI6376720.1				
AKC35206.1				
XP_024880380.1	general transcription and DNA repair factor IIH helicase subunit XPB	Temnothorax curvispinosus	300111	
CEL60373.1				
XP_051164456.1	general transcription and DNA repair factor IIH helicase subunit XPB	Leptopilina boulardi	63433	
XP_031783608.1	general transcription and DNA repair factor IIH helicase subunit XPB	Nasonia vitripennis	7425	
XP_057381818.1	general transcription and DNA repair factor IIH helicase subunit XPB-like	Daphnia carinata	120202	LOC130704415
CAD5114673.1				
KAI3658751.1				
KAG9277620.1				
NWX87444.1				
XP_025893968.1				
XP_008179528.1	tigger transposable element-derived protein 4	Acyrthosiphon pisum	7029	
XP_028625075.1				
XP_022172208.1	tigger transposable element-derived protein 6-like	Myzus persicae	13164	LOC111035030
XP_050056126.1	tigger transposable element-derived protein 6-like	Aphis gossypii	80765	
XP_034351005.1				
XP_043361068.1				
XP_043361072.1				
XP_002735168.1	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100374421
XP_037768972.1				
XP_032759204.1				
XP_033761525.1	tigger transposable element-derived protein 4-like	Pecten maximus	6579	LOC117343290
XP_051784514.1	tigger transposable element-derived protein 6-like	Erpetoichthys calabaricus	27687	
XP_039953998.1	tigger transposable element-derived protein 6-like	Bactrocera tryoni	59916	LOC120770522
XP_021695234.1	tigger transposable element-derived protein 4-like	Aedes aegypti	7159	
XP_002734936.2	tigger transposable element-derived protein 6-like	Saccoglossus kowalevskii	10224	LOC100373863
